time_boot_ms,Lat,Lng,Alt,RelHomeAlt,RelOriginAlt
201456.882,391847773,-768259050,124.0199966430664,124.0199966430664,
201497.409,391847773,-768259050,124.0199966430664,124.0199966430664,
201537.635,391847773,-768259050,124.0199966430664,124.0199966430664,
201577.587,391847775,-768259046,124.04000091552734,124.04000091552734,
201616.912,391847775,-768259046,124.04000091552734,124.04000091552734,
201656.916,391847775,-768259046,124.04000091552734,124.04000091552734,
201697.372,391847775,-768259046,124.04000091552734,124.04000091552734,
201737.51,391847775,-768259046,124.04000091552734,124.04000091552734,
201777.488,391847776,-768259058,123.97999572753906,123.97999572753906,
201816.985,391847776,-768259058,123.97999572753906,123.97999572753906,
201856.899,391847776,-768259058,123.97999572753906,123.97999572753906,
201897.324,391847776,-768259058,123.97999572753906,123.97999572753906,
201937.528,391847776,-768259058,123.97999572753906,123.97999572753906,
201977.406,391847789,-768259059,124.00999450683594,124.00999450683594,
202017.022,391847789,-768259059,124.00999450683594,124.00999450683594,
202056.956,391847789,-768259059,124.00999450683594,124.00999450683594,
202097.414,391847789,-768259059,124.00999450683594,124.00999450683594,
202137.597,391847789,-768259059,124.00999450683594,124.00999450683594,
202177.421,391847797,-768259068,123.94999694824219,123.94999694824219,
202217.017,391847797,-768259068,123.94999694824219,123.94999694824219,
202256.978,391847797,-768259068,123.94999694824219,123.94999694824219,
202297.469,391847797,-768259068,123.94999694824219,123.94999694824219,
202337.398,391847797,-768259068,123.94999694824219,123.94999694824219,
